,TeamId,AreaId,AreaName,Key,Name,ShortName,Active
85,100000161,35.0,Brazil,PRG,ProGaming e-Sports,ProGaming,False
86,100000162,35.0,Brazil,RED,RED Canids,RED Canids,True
87,100000163,35.0,Brazil,ONE,Team oNe eSports,oNe eSports,True
88,100000164,35.0,Brazil,VK,Vivo Keyd,Vivo Keyd,True
89,100000165,35.0,Brazil,FLA,Flamengo eSports,Flamengo,True
90,100000166,35.0,Brazil,RPG,Razer Pichau Gaming,RPG,False
91,100000167,35.0,Brazil,RDP,Redemption POA,Redemption POA,True
92,100000168,35.0,Brazil,UP,Uppercut esports,Uppercut,False
93,100000169,19.0,Australia,AV,Avant Gaming,Avant Gaming,True
94,100000170,19.0,Australia,BMR,Bombers,Bombers,False
95,100000171,19.0,Australia,CHF,Chiefs Esports Club,Chiefs,True
96,100000172,19.0,Australia,LGC,Legacy Esports,Legacy Esports,True
97,100000173,19.0,Australia,ORD,ORDER,ORDER,True
98,100000174,19.0,Australia,SIN,Sin Gaming,Sin Gaming,True
99,100000175,19.0,Australia,TTC,Tectonic,Tectonic,True
100,100000176,196.0,Turkey,FB,1907 Fenerbahçe,Fenerbahçe,True
101,100000177,196.0,Turkey,DP,Dark Passage,Dark Passage,True
102,100000178,196.0,Turkey,GAL,GALAKTICOS,GALAKTICOS,True
103,100000179,196.0,Turkey,HWA,HWA Gaming,HWA Gaming,False
104,100000180,196.0,Turkey,RBE,Royal Bandits,Royal Bandits,False
105,100000181,196.0,Turkey,AUR,Team AURORA,Team AURORA,True
106,100000182,196.0,Turkey,YC,YouthCrew Esports,YouthCrew,True
107,100000183,19.0,Australia,GRV,Gravitas,Gravitas,True
108,100000184,19.0,Australia,MMM,MAMMOTH,MAMMOTH,True
109,100000185,196.0,Turkey,BJK,Beşiktaş e-Sports Club,Beşiktaş,True
110,100000186,196.0,Turkey,BUR,Bursaspor Esports,Bursaspor,True
111,100000187,196.0,Turkey,GS,Galatasaray Esports,Galatasaray,True
112,100000188,196.0,Turkey,RYL,Royal Youth,Royal Youth,True
113,100000189,49.0,China PR,GTA,Game Talents,Game Talents,True
114,100000190,49.0,China PR,IMA,IMay,IMay,False
115,100000191,49.0,China PR,JDG,JD Gaming,JD Gaming,True
116,100000192,49.0,China PR,LGD,LGD Gaming,LGD Gaming,True
117,100000193,49.0,China PR,NEW,Newbee,Newbee,True
118,100000194,49.0,China PR,OMG,Oh My God,Oh My God,True
119,100000195,49.0,China PR,SS,Snake Esports,Snake Esports,False
120,100000196,49.0,China PR,WE,Team WE,Team WE,True
121,100000197,49.0,China PR,VG,Vici Gaming,Vici Gaming,False
122,100000198,49.0,China PR,DAN,DAN Gaming,DAN Gaming,False
123,100000199,49.0,China PR,SN,SN Gaming,Suning,True
124,100000200,49.0,China PR,BLG,Bilibili Gaming,Bilibili,True
125,100000201,49.0,China PR,FPX,FunPlus Phoenix,FunPlus,True
126,100000202,49.0,China PR,TOP,Topsports Gaming,Topsports,False
127,100000203,49.0,China PR,SDG,SinoDragon Gaming,SinoDragon,False
128,100000204,119.0,Macao,VF,Victory Five,Victory Five,True
129,100000209,49.0,China PR,DOM,Dominus Esports,Dominus,False
130,100000210,49.0,China PR,LNG,LNG Esports,LNG Esports,True
131,100000211,49.0,China PR,TES,Top Esports,Top Esports,True
132,100000212,196.0,Turkey,IW,İstanbul Wild Cats,İstanbul WC,True
133,100000213,208.0,Vietnam,GAM,GAM Esports,GAM Esports,True
134,100000214,16.0,Argentina,ISG,Isurus Gaming,Isurus Gaming,True
135,100000215,208.0,Vietnam,LK,Lowkey Esports.Vietnam,Lowkey,True
136,100000216,191.0,Thailand,MG,MEGA,MEGA,True
137,100000217,160.0,Russia,UOL,Unicorns Of Love.CIS,UOL,True
138,100000218,160.0,Russia,VEG,Vega Squadron,Vega Squadron,True
139,100000219,176.0,Spain,MAM,MAD Lions Madrid,Lions Madrid,True
140,100000221,49.0,China PR,EST,eStar,eStar,True
141,100000222,203.0,United States,EG,Evil Geniuses,Evil Geniuses,True
142,100000223,102.0,Japan,SHG,Fukuoka SoftBank Hawks,Hawks,True
143,100000224,176.0,Spain,MAD,MAD Lions,MAD Lions,True
144,100000225,35.0,Brazil,FUR,FURIA Uppercut,FURIA Esports,True
145,100000226,35.0,Brazil,PRG,Prodigy Esports,Prodigy Esport,True
146,100000227,19.0,Australia,PGG,Pentanet.GG,Pentanet.GG,True
147,100000228,196.0,Turkey,5R,5 Ronin,5 Ronin,True
148,100000229,107.0,Korea Republic,SP,APK Prince,SHO Prince,True
149,100000230,107.0,Korea Republic,DRX,DragonX,DRX,True
150,100000231,107.0,Korea Republic,T1,T1,T1,True
151,100000295,216.0,Serbia,ASU,ASUS ROG ELITE,ASUS ROG ELITE,True
152,100000296,80.0,Germany,BIG,BIG,BIG,True
153,100000297,230.0,Great Britain,BTX,BT Excel,BT Excel,True
154,100000298,100.0,Italy,SPK,Campus PS,Campus PS,True
155,100000299,216.0,Serbia,CZV,Crvena zvezda,Crvena zvezda,True
156,100000300,138.0,Netherlands,DK,Defusekids,Defusekids,True
157,100000301,155.0,Poland,DV1,devils.one,devils.one,True
158,100000302,117.0,Lithuania,EN,eNsure,eNsure,False
159,100000303,59.0,Czech Republic,ESB,eSuba,eSuba,True
160,100000304,184.0,Sweden,FKN,FALKN,FALKN,True
161,100000305,230.0,Great Britain,FNR,Fnatic Rising,Fnatic Rising,True
162,100000306,156.0,Portugal,FTW,For The Win,For The Win,True
163,100000307,184.0,Sweden,GOD,Godsent,Godsent,True
164,100000308,80.0,Germany,MOU,mousesports,mousesports,True
165,100000309,176.0,Spain,OGB,Origen BCN,Origen BCN,False
166,100000310,155.0,Poland,REC,Rogue,Rogue,True
167,100000311,76.0,France,LDL,Team LDLC,Team LDLC,True
168,100000312,76.0,France,VIT,Vitality.Bee,Vitality.Bee,True
169,100000313,82.0,Greece,WLG,WLGaming,WLGaming,True
170,100000314,155.0,Poland,RGO,AGO ROGUE,AGO ROGUE,True
171,100000315,59.0,Czech Republic,CG,Cyber Gaming,Cyber Gaming,True
172,100000316,156.0,Portugal,EGN,Electronik Gen,Electronik Gen,True
173,100000317,216.0,Serbia,SSU,Energypot Wiz,ŠAIM SE SuppUp,True
174,100000318,80.0,Germany,S04,Schalke 04 Ev.,Schalke 04 Ev.,True
175,100000319,76.0,France,GO,GamersOrigin,GamersOrigin,True
176,100000320,82.0,Greece,IF,Intrepid Fox,Intrepid Fox,True
177,100000321,155.0,Poland,K1,K1ck Neosurf,K1ck Neosurf,True
178,100000322,117.0,Lithuania,KEN,Kenty,Kenty,True
179,100000323,176.0,Spain,MRS,Movistar Rider,Movistar Rider,True
180,100000324,111.0,Latvia,PIG,PIGSPORTS,PIGSPORTS,True
181,100000325,100.0,Italy,RCN,Racoon,Racoon,True
182,100000326,27.0,Belgium,S1,Sector One,Sector One,True
183,100000327,80.0,Germany,GL,GamerLegion,GamerLegion,True
184,100000328,61.0,Denmark,SNG,Singularity,Singularity,True
185,100000329,61.0,Denmark,VIP,Vipers Inc,Vipers Inc,True
186,100000330,100.0,Italy,YDN,YDN Gamers,YDN Gamers,True
187,100000343,35.0,Brazil,SAN,Santos,Santos,True
188,100000353,107.0,Korea Republic,DYN,Dynamics,Dynamics,False
189,100000406,155.0,Poland,PT7,7more7 Pompa,7more7 Pompa,True
190,100000407,56.0,Croatia,CR4,CR4ZY,CR4ZY,True
191,100000408,117.0,Lithuania,5K,Five Kings,Five Kings,True
192,100000409,176.0,Spain,G2A,G2 Arctic,G2 Arctic,True
193,100000410,117.0,Lithuania,IW,Iron Wolves,Iron Wolves,True
194,100000411,138.0,Netherlands,LLL,LowLandLions,LowLandLions,True
195,100000412,230.0,Great Britain,MSF,Misfits Prem,Misfits Prem,True
196,100000413,160.0,Russia,RDL,Riddle Esports,Riddle Esports,True
197,100000414,156.0,Portugal,SAM,SAMCLAN,SAMCLAN,True
198,100000415,100.0,Italy,SMS,Morning Stars,Morning Stars,True
199,100000416,59.0,Czech Republic,SIN,SINNERS Esport,SINNERS Esport,True
200,100000417,0.0,?,SUP,SuppUp eSports,?,True
201,100000418,82.0,Greece,WLG,WLGaming,WLGaming,True
202,100000420,91.0,Hong Kong,PSG,PSG,PSG,True
203,100000433,49.0,China PR,TT,TT,TT,True
204,100000434,61.0,Denmark,AST,Astralis,Astralis,True
205,100000435,107.0,Korea Republic,BRO,Fredit BRION,Fredit BRION,True
206,100000436,107.0,Korea Republic,NS,Nongshim RF,Nongshim RF,True
207,100000437,49.0,China PR,RRA,Rare Atom,Rare Atom,True
208,100000438,35.0,Brazil,CRZ,Cruzeiro eSpor,Cruzeiro,True
209,100000439,35.0,Brazil,LLL,LOUD,LOUD,True
210,100000440,35.0,Brazil,RNS,Rensga eSports,Rensga eSports,True
211,100000441,35.0,Brazil,VRX,Vorax,Vorax,True
212,100000448,196.0,Turkey,NSR,NASR eSports Turkey,NASR eSports,True
213,100000450,19.0,Australia,PCE,PEACE,PEACE,True
214,100000454,58.0,Cyprus,ANO,Anorthosis,Anorthosis,True
215,100000455,176.0,Spain,BTS,Cream R. Betis,Cream R. Betis,True
216,100000456,82.0,Greece,GMC,Gamespace MCE,Gamespace MCE,True
217,100000457,100.0,Italy,GSK,Goskilla,Goskilla,True
218,100000458,155.0,Poland,IHG,Illuminar,Illuminar,True
219,100000459,76.0,France,KC,Karmine Corp,Karmine Corp,True
220,100000460,27.0,Belgium,KVM,KV Mechelen,KV Mechelen,True
221,100000461,100.0,Italy,MCK,Macko Esports,Macko Esports,True
222,100000462,117.0,Lithuania,M2,Method2Madness,Method2Madness,True
223,100000463,100.0,Italy,MKS,Mkers,Mkers,True
224,100000464,138.0,Netherlands,PSV,PSV Esports,PSV Esports,True
225,100000465,176.0,Spain,UCA,UCAM Esports,UCAM Esports,True
226,100000466,156.0,Portugal,WD,White Dragons,White Dragons,True
227,100000467,216.0,Serbia,Z10,Z10 ESHARK,Z10 ESHARK,True
228,100000480,35.0,Brazil,NMG,Netshoes Miner,Netshoes Miner,True
229,100000481,49.0,China PR,ULP,Ultra Prime,Ultra Prime,True
